cluster,geo_id,StartTime,EndTime,Lon.50.,Lon.2.5.,Lon.97.5.,Lat.50.,Lat.2.5.,Lat.97.5.,sitenum,duration,period,geo.id2,band.id,animal.id,animal.taxon,deploy.on.date,deploy.on.time_GMT,deploy.off.date,deploy.off.time,lig.estimated.deploy.day,lig.estimated.recovery.day,animal.latest.date.born,animal.life.stage,Age.status,Wing.cord.mm,animal.mass,animal.sex,animal.taxon.detail,attachment.type,deploy.latitude,deploy.longitude,recovery.latitude,recovery.longitude,deployment.comments,deployment.end.type,manipulation.type,study.site,deploy.range,tag.comments,study.site.specification,tag.manufacturer.name,tag.mass,tag.model,tag.readout.method,tag.serial.no,Study,preliminary_analysis,recording_interval_seconds,light_threshold,Time_shift_hours,Recorded_North_South_mig,Light_Data_Available,Time_shift,In_habitat_median_zenith_angle,Hill_Ekstrom_median_angle,tol,MCMC.iter,MCMC.thin,MCMC.chains,changeLight.days,changelight.quantile,mergesites.distance,stat.nbr.limit,path.elongated,Insert_twilights,Range_region,Fall_carrib_edits,Clock_drift_edits,mod.deploy.lon,mod.deploy.lat,nbr.arrival,nbr.departure,spring.equinox.year,spring.equinox.date,Recaptured,IH.calib.start,IH.calib.end,IH.calib.start2,IH.calib.end2,Zenith0_adjustment,br.departure,br.arrival,br.departure.woodsworth,br.arrival.woodsworth,nbr.arrival.woodsworth,nbr.departure.woodsworth,X,First.trans.flight.start,first.trans.flight.start,First.trans.flight.start.1,first.trans.flight.start.1,light.review.quality,Breeding_region_MC,site_type,IQR.lon.dist,IQR.lat.dist,fall.br.departure,spring.br.arrival,NB_count,year.difference,NB.first.site.arrival,id,sorted.num,next.cluster
16,4210_002,2016-10-15T21:56:44Z,2017-04-28T22:31:04Z,-63.872037210753625,-64.020670554874485,-63.72356419332604,-1.5051802759119708,-2.243526085192767,-0.7898379659826356,7,195.0238425925926,Non-breeding period,,2740-81732,NA,Setophaga,2016-06-22,,2017-06-21,NA,2016-06-22,2017-06-21,,AHY,Adult,78,13.5,Male,striata,harness,58.63169,-93.8201,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,No,Central,FALSE,FALSE,-93.8313,58.71955,2016-10-15,2017-04-28,2017,2017-03-20,No,2016-07-05T04:00:00Z,2016-08-20T04:00:00Z,2017-06-10,2017-06-20,0,2016-09-06,2017-06-01,2016-09-06 0:00,2017-06-01 0:00,,,NA,,,,,,Central Region,Nonbreeding,33062.31690078396,161823.82120270343,2016-09-06T01:04:40Z,2017-06-01T03:33:37Z,1,0,2016-10-15T21:56:44Z,1,16,21
21,4210_002,NA,NA,-93.8313,-93.8201,-93.8201,58.71955,58.63169,58.63169,7,NA,Post-breeding migration,,2740-81732,NA,Setophaga,2016-06-22,,2017-06-21,NA,2016-06-22,2017-06-21,,AHY,Adult,78,13.5,Male,striata,harness,58.63169,-93.8201,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.71696,92.25,0.08,1000,20,3,1,0.9,250,14,FALSE,No,Central,FALSE,FALSE,-93.8313,58.71955,2016-10-15,2017-04-28,2017,2017-03-20,No,2016-07-05T04:00:00Z,2016-08-20T04:00:00Z,2017-06-10,2017-06-20,0,2016-09-06,2017-06-01,2016-09-06 0:00,2017-06-01 0:00,,,NA,,,,,,Central Region,Breeding,0,0,2016-09-06T01:04:40Z,2017-06-01T03:33:37Z,NA,0,NA,NA,21,NA
21,4210_004,2016-06-18T01:53:56Z,2016-06-19T04:05:58Z,-93.8313,-93.8277,-93.8277,58.71955,58.73192,58.73192,1,1.0916850425192604,Breeding,,2740-81716,NA,Setophaga,2016-06-18,,2017-06-24,NA,2016-06-18,2017-06-24,,ASY,Adult,76,12.5,Male,striata,harness,58.73192,-93.8277,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,No ,Central,FALSE,TRUE,-93.8313,58.71955,2016-10-11,2017-04-17,2017,2017-03-20,No,2016-06-20T04:00:00Z,2016-09-05T04:00:00Z,2017-06-12,2017-06-21,0,2016-09-08,2017-06-03,2016-09-08,2017-06-03,2016-10-30,2017-04-20,NA,,,,,,Central Region,Breeding,0,0,2016-09-10T11:11:29Z,2017-06-03T03:48:27Z,NA,0,NA,NA,21,3
3,4210_004,2016-09-01T11:07:12Z,2016-09-03T11:19:04Z,-93.20372283240457,-96.39284655463861,-90.63428457393151,55.992689457343346,52.84158565666624,59.702643490139955,4,2.008242770223706,Post-breeding migration,,2740-81716,NA,Setophaga,2016-06-18,,2017-06-24,NA,2016-06-18,2017-06-24,,ASY,Adult,76,12.5,Male,striata,harness,58.73192,-93.8277,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,No ,Central,FALSE,TRUE,-93.8313,58.71955,2016-10-11,2017-04-17,2017,2017-03-20,No,2016-06-20T04:00:00Z,2016-09-05T04:00:00Z,2017-06-12,2017-06-21,0,2016-09-08,2017-06-03,2016-09-08,2017-06-03,2016-10-30,2017-04-20,NA,,,,,,Central Region,Stopover,358429.20687254687,763769.464325495,2016-09-10T11:11:29Z,2017-06-03T03:48:27Z,NA,0,2016-10-11T10:22:45Z,1,3,7
7,4210_004,2016-09-16T10:22:39Z,2016-09-22T10:41:38Z,-75.38522409117368,-76.85403986742858,-73.87698210790325,52.18703682510163,46.67962478141429,55.98125410529165,5,6.01317738475071,Post-breeding migration,,2740-81716,NA,Setophaga,2016-06-18,,2017-06-24,NA,2016-06-18,2017-06-24,,ASY,Adult,76,12.5,Male,striata,harness,58.73192,-93.8277,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,No ,Central,FALSE,TRUE,-93.8313,58.71955,2016-10-11,2017-04-17,2017,2017-03-20,No,2016-06-20T04:00:00Z,2016-09-05T04:00:00Z,2017-06-12,2017-06-21,0,2016-09-08,2017-06-03,2016-09-08,2017-06-03,2016-10-30,2017-04-20,NA,,,,,,Central Region,Stopover,203165.16345101365,1035452.6398818089,2016-09-10T11:11:29Z,2017-06-03T03:48:27Z,NA,0,2016-10-11T10:22:45Z,1,7,NA
7,4210_004,2016-09-24T10:55:27Z,2016-10-09T11:07:54Z,-78.38714087720132,-78.81285288021722,-77.95159200176859,34.99857841975904,33.900001450952836,38.81778327709378,6,15.008655267432331,Post-breeding migration,,2740-81716,NA,Setophaga,2016-06-18,,2017-06-24,NA,2016-06-18,2017-06-24,,ASY,Adult,76,12.5,Male,striata,harness,58.73192,-93.8277,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,No ,Central,FALSE,TRUE,-93.8313,58.71955,2016-10-11,2017-04-17,2017,2017-03-20,No,2016-06-20T04:00:00Z,2016-09-05T04:00:00Z,2017-06-12,2017-06-21,0,2016-09-08,2017-06-03,2016-09-08,2017-06-03,2016-10-30,2017-04-20,NA,,,,,,Central Region,Stopover,78537.42367565716,547444.9687184251,2016-09-10T11:11:29Z,2017-06-03T03:48:27Z,NA,0,2016-10-11T10:22:45Z,1,7,15
15,4210_004,2016-10-11T10:22:45Z,2016-11-28T22:14:51Z,-71.2960020764933,-71.69544426684756,-70.85193353668625,0.24044636833101013,-1.6056152441010516,1.644479442391552,7,48.494513914077366,Non-breeding period,,2740-81716,NA,Setophaga,2016-06-18,,2017-06-24,NA,2016-06-18,2017-06-24,,ASY,Adult,76,12.5,Male,striata,harness,58.73192,-93.8277,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,No ,Central,FALSE,TRUE,-93.8313,58.71955,2016-10-11,2017-04-17,2017,2017-03-20,No,2016-06-20T04:00:00Z,2016-09-05T04:00:00Z,2017-06-12,2017-06-21,0,2016-09-08,2017-06-03,2016-09-08,2017-06-03,2016-10-30,2017-04-20,NA,,,,,,Central Region,Nonbreeding,93898.35810359151,361798.88553028076,2016-09-10T11:11:29Z,2017-06-03T03:48:27Z,1,0,2016-10-11T10:22:45Z,1,15,21
21,4210_004,NA,NA,-93.8313,-93.8277,-93.8277,58.71955,58.73192,58.73192,7,NA,Post-breeding migration,,2740-81716,NA,Setophaga,2016-06-18,,2017-06-24,NA,2016-06-18,2017-06-24,,ASY,Adult,76,12.5,Male,striata,harness,58.73192,-93.8277,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,Both,Yes,No,92.52651409,91.75,0.1,1000,20,3,2,0.86,250,14,FALSE,No ,Central,FALSE,TRUE,-93.8313,58.71955,2016-10-11,2017-04-17,2017,2017-03-20,No,2016-06-20T04:00:00Z,2016-09-05T04:00:00Z,2017-06-12,2017-06-21,0,2016-09-08,2017-06-03,2016-09-08,2017-06-03,2016-10-30,2017-04-20,NA,,,,,,Central Region,Breeding,0,0,2016-09-10T11:11:29Z,2017-06-03T03:48:27Z,NA,0,NA,NA,21,NA
21,4210_006,2016-06-17T03:52:00Z,2016-09-07T01:04:30Z,-93.8313,-93.85276,-93.85276,58.71955,58.69371,58.69371,1,81.88368055555556,Breeding,,2740-81704,NA,Setophaga,2016-06-15,,2016-12-31,NA,2016-06-15,2016-12-31,,ASY,Adult,73,11.75,Male,striata,harness,58.69371,-93.85276,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,South,Yes,No,92.79228387,92.5,0.05,1000,20,3,1,0.9,250,14,FALSE,No,Central,FALSE,FALSE,-93.8313,58.71955,2016-10-18,NA,2017,2017-03-20,No,2016-07-01T04:00:00Z,2016-08-20T04:00:00Z,NA,NA,3,2016-09-08,NA,2016-09-02 0:00,NA,2016-10-23,2017-04-20 0:00,NA,,,,,,Central Region,Breeding,0,0,2016-09-07T01:04:30Z,NA,NA,0,NA,NA,21,6
6,4210_006,2016-09-11T10:27:45Z,2016-09-21T23:03:30Z,-73.66174291723115,-74.41971836689365,-72.93382661908457,56.31138105420334,55.272515891490436,56.63934731428503,2,10.524826388888888,Post-breeding migration,,2740-81704,NA,Setophaga,2016-06-15,,2016-12-31,NA,2016-06-15,2016-12-31,,ASY,Adult,73,11.75,Male,striata,harness,58.69371,-93.85276,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,South,Yes,No,92.79228387,92.5,0.05,1000,20,3,1,0.9,250,14,FALSE,No,Central,FALSE,FALSE,-93.8313,58.71955,2016-10-18,NA,2017,2017-03-20,No,2016-07-01T04:00:00Z,2016-08-20T04:00:00Z,NA,NA,3,2016-09-08,NA,2016-09-02 0:00,NA,2016-10-23,2017-04-20 0:00,NA,,,,,,Central Region,Stopover,91746.98572150535,152154.9779857404,2016-09-07T01:04:30Z,NA,NA,0,2016-10-18T09:55:20Z,1,6,9
9,4210_006,2016-09-26T22:46:00Z,2016-10-08T10:48:30Z,-74.52818412118279,-74.57281147715551,-74.47767305399317,24.09344147801131,24.046804504388195,24.14222358531763,4,11.50173611111111,Post-breeding migration,,2740-81704,NA,Setophaga,2016-06-15,,2016-12-31,NA,2016-06-15,2016-12-31,,ASY,Adult,73,11.75,Male,striata,harness,58.69371,-93.85276,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,South,Yes,No,92.79228387,92.5,0.05,1000,20,3,1,0.9,250,14,FALSE,No,Central,FALSE,FALSE,-93.8313,58.71955,2016-10-18,NA,2017,2017-03-20,No,2016-07-01T04:00:00Z,2016-08-20T04:00:00Z,NA,NA,3,2016-09-08,NA,2016-09-02 0:00,NA,2016-10-23,2017-04-20 0:00,NA,,,,,,Central Region,Stopover,9668.10321163079,10622.003501027046,2016-09-07T01:04:30Z,NA,NA,0,2016-10-18T09:55:20Z,1,9,16
16,4210_006,2016-10-12T22:27:30Z,2016-10-16T22:17:30Z,-65.53051118097535,-67.3789141277078,-63.84628233299308,-0.19156527598381973,-6.454086852192141,7.314788848608339,5,3.9930555555555554,Post-breeding migration,,2740-81704,NA,Setophaga,2016-06-15,,2016-12-31,NA,2016-06-15,2016-12-31,,ASY,Adult,73,11.75,Male,striata,harness,58.69371,-93.85276,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,South,Yes,No,92.79228387,92.5,0.05,1000,20,3,1,0.9,250,14,FALSE,No,Central,FALSE,FALSE,-93.8313,58.71955,2016-10-18,NA,2017,2017-03-20,No,2016-07-01T04:00:00Z,2016-08-20T04:00:00Z,NA,NA,3,2016-09-08,NA,2016-09-02 0:00,NA,2016-10-23,2017-04-20 0:00,NA,,,,,,Central Region,Stopover,393248.57385216973,1532744.2318089872,2016-09-07T01:04:30Z,NA,NA,0,2016-10-18T09:55:20Z,1,16,NA
16,4210_006,2016-10-18T09:55:20Z,2017-02-09T09:54:30Z,-58.95099896551986,-59.2890309124357,-58.66343233821332,-0.34279750272424137,-1.2691183317649435,0.6560958325328754,6,113.99942129629629,Non-breeding period,,2740-81704,NA,Setophaga,2016-06-15,,2016-12-31,NA,2016-06-15,2016-12-31,,ASY,Adult,73,11.75,Male,striata,harness,58.69371,-93.85276,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,South,Yes,No,92.79228387,92.5,0.05,1000,20,3,1,0.9,250,14,FALSE,No,Central,FALSE,FALSE,-93.8313,58.71955,2016-10-18,NA,2017,2017-03-20,No,2016-07-01T04:00:00Z,2016-08-20T04:00:00Z,NA,NA,3,2016-09-08,NA,2016-09-02 0:00,NA,2016-10-23,2017-04-20 0:00,NA,,,,,,Central Region,Nonbreeding,69640.0682873329,214313.86043763094,2016-09-07T01:04:30Z,NA,1,0,2016-10-18T09:55:20Z,1,16,21
21,4210_006,NA,NA,-93.8313,-93.85276,-93.85276,58.71955,58.69371,58.69371,6,NA,Post-breeding migration,,2740-81704,NA,Setophaga,2016-06-15,,2016-12-31,NA,2016-06-15,2016-12-31,,ASY,Adult,73,11.75,Male,striata,harness,58.69371,-93.85276,NA,NA,,,,"Churchill, Manitoba",Breeding,,,Biotrack,?,MK-6,,,Deluca et al. 2019,No,120,NA,NA,South,Yes,No,92.79228387,92.5,0.05,1000,20,3,1,0.9,250,14,FALSE,No,Central,FALSE,FALSE,-93.8313,58.71955,2016-10-18,NA,2017,2017-03-20,No,2016-07-01T04:00:00Z,2016-08-20T04:00:00Z,NA,NA,3,2016-09-08,NA,2016-09-02 0:00,NA,2016-10-23,2017-04-20 0:00,NA,,,,,,Central Region,Breeding,0,0,2016-09-07T01:04:30Z,NA,NA,0,NA,NA,21,NA
25,A,2013-06-14T00:47:02Z,2013-08-12T00:18:55Z,-72.815699,-72.8165699,-72.8165699,44.528354,44.528354,44.528354,1,58.98048012548574,Breeding,,2110-80395,NA,Setophaga,2013-06-13,0:30:00,2014-06-04,NA,2013-06-13,2014-06-04,2012-07-01,AHY,Adult,NA,11.2,Male ,striata,harness,44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT",removal,none,"Mount Mansfield, Vermont, USA",Breeding,Biotrack model MK-6 (~0.5 g including harness),,Biotrack,0.5,MK-6,tag-retrieval,,Deluca et al. 2015,Yes ,120,NA,-4.01048079570135,Both,Yes,Yes,93.0652857682246,92.25,0.125,1000,20,3,1,0.9,250,14,FALSE,No,Eastern,TRUE,TRUE,-72.815699,44.528354,2013-10-18,2014-05-06,2014,2014-03-20,No,2013-07-01T04:00:00Z,2013-08-20T04:00:00Z,2014-05-30,2014-06-05,0,2013-09-13,2014-05-26,2016-10-23,NA,2016-09-02,NA,NA,2013-10-13,2013-10-15,2013-10-17,2013-10-18,good,Eastern Region,Breeding,0,0,2013-09-13T10:14:58Z,2014-05-26T00:41:31Z,NA,0,NA,NA,25,6
6,A,2013-08-25T23:57:47Z,2013-09-10T23:17:50Z,-73.39136039885881,-73.52651856294436,-73.2688902877316,40.752713116553934,40.652176098866626,40.83892766029736,4,15.972258656127032,Post-breeding migration,,2110-80395,NA,Setophaga,2013-06-13,0:30:00,2014-06-04,NA,2013-06-13,2014-06-04,2012-07-01,AHY,Adult,NA,11.2,Male ,striata,harness,44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT",removal,none,"Mount Mansfield, Vermont, USA",Breeding,Biotrack model MK-6 (~0.5 g including harness),,Biotrack,0.5,MK-6,tag-retrieval,,Deluca et al. 2015,Yes ,120,NA,-4.01048079570135,Both,Yes,Yes,93.0652857682246,92.25,0.125,1000,20,3,1,0.9,250,14,FALSE,No,Eastern,TRUE,TRUE,-72.815699,44.528354,2013-10-18,2014-05-06,2014,2014-03-20,No,2013-07-01T04:00:00Z,2013-08-20T04:00:00Z,2014-05-30,2014-06-05,0,2013-09-13,2014-05-26,2016-10-23,NA,2016-09-02,NA,NA,2013-10-13,2013-10-15,2013-10-17,2013-10-18,good,Eastern Region,Stopover,21725.348567992645,20789.08872331803,2013-09-13T10:14:58Z,2014-05-26T00:41:31Z,NA,0,2013-10-18T04:00:00Z,1,6,5
5,A,2013-09-14T23:10:53Z,2013-09-30T09:46:06Z,-63.43915244168512,-63.44302294793354,-63.429666095441796,45.84118142614716,45.819118800061005,45.84643790937835,6,15.44111964141053,Post-breeding migration,,2110-80395,NA,Setophaga,2013-06-13,0:30:00,2014-06-04,NA,2013-06-13,2014-06-04,2012-07-01,AHY,Adult,NA,11.2,Male ,striata,harness,44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT",removal,none,"Mount Mansfield, Vermont, USA",Breeding,Biotrack model MK-6 (~0.5 g including harness),,Biotrack,0.5,MK-6,tag-retrieval,,Deluca et al. 2015,Yes ,120,NA,-4.01048079570135,Both,Yes,Yes,93.0652857682246,92.25,0.125,1000,20,3,1,0.9,250,14,FALSE,No,Eastern,TRUE,TRUE,-72.815699,44.528354,2013-10-18,2014-05-06,2014,2014-03-20,No,2013-07-01T04:00:00Z,2013-08-20T04:00:00Z,2014-05-30,2014-06-05,0,2013-09-13,2014-05-26,2016-10-23,NA,2016-09-02,NA,NA,2013-10-13,2013-10-15,2013-10-17,2013-10-18,good,Eastern Region,Stopover,1035.8330381076778,3041.149338132638,2013-09-13T10:14:58Z,2014-05-26T00:41:31Z,NA,0,2013-10-18T04:00:00Z,1,5,NA
5,A,2013-10-01T22:01:07Z,2013-10-10T09:58:54Z,-62.332248899462684,-62.72647761771245,-61.95163186494248,45.45745738271249,44.99444098718798,45.7509272428403,7,8.498460472411027,Post-breeding migration,,2110-80395,NA,Setophaga,2013-06-13,0:30:00,2014-06-04,NA,2013-06-13,2014-06-04,2012-07-01,AHY,Adult,NA,11.2,Male ,striata,harness,44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT",removal,none,"Mount Mansfield, Vermont, USA",Breeding,Biotrack model MK-6 (~0.5 g including harness),,Biotrack,0.5,MK-6,tag-retrieval,,Deluca et al. 2015,Yes ,120,NA,-4.01048079570135,Both,Yes,Yes,93.0652857682246,92.25,0.125,1000,20,3,1,0.9,250,14,FALSE,No,Eastern,TRUE,TRUE,-72.815699,44.528354,2013-10-18,2014-05-06,2014,2014-03-20,No,2013-07-01T04:00:00Z,2013-08-20T04:00:00Z,2014-05-30,2014-06-05,0,2013-09-13,2014-05-26,2016-10-23,NA,2016-09-02,NA,NA,2013-10-13,2013-10-15,2013-10-17,2013-10-18,good,Eastern Region,Stopover,60502.66277844627,84211.66477132634,2013-09-13T10:14:58Z,2014-05-26T00:41:31Z,NA,0,2013-10-18T04:00:00Z,1,5,9
9,A,2013-10-15T04:00:00Z,2013-10-17T04:00:00Z,-70.1429141332903,-70.97059219032877,-69.05382701420822,18.9,NA,NA,8,2,Post-breeding migration,,2110-80395,NA,Setophaga,2013-06-13,0:30:00,2014-06-04,NA,2013-06-13,2014-06-04,2012-07-01,AHY,Adult,NA,11.2,Male ,striata,harness,44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT",removal,none,"Mount Mansfield, Vermont, USA",Breeding,Biotrack model MK-6 (~0.5 g including harness),,Biotrack,0.5,MK-6,tag-retrieval,,Deluca et al. 2015,Yes ,120,NA,-4.01048079570135,Both,Yes,Yes,93.0652857682246,92.25,0.125,1000,20,3,1,0.9,250,14,FALSE,No,Eastern,TRUE,TRUE,-72.815699,44.528354,2013-10-18,2014-05-06,2014,2014-03-20,No,2013-07-01T04:00:00Z,2013-08-20T04:00:00Z,2014-05-30,2014-06-05,0,2013-09-13,2014-05-26,2016-10-23,NA,2016-09-02,NA,NA,2013-10-13,2013-10-15,2013-10-17,2013-10-18,good,Eastern Region,Stopover,201868.38942359661,NA,2013-09-13T10:14:58Z,2014-05-26T00:41:31Z,NA,0,2013-10-18T04:00:00Z,1,9,11
11,A,2013-10-18T04:00:00Z,2014-03-07T10:51:09Z,-70.48144472286927,-70.6222908300681,-70.3685082656469,10.742296137340823,10.196218340542016,11.113813760855283,9,140.28552552550755,Non-breeding period,,2110-80395,NA,Setophaga,2013-06-13,0:30:00,2014-06-04,NA,2013-06-13,2014-06-04,2012-07-01,AHY,Adult,NA,11.2,Male ,striata,harness,44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT",removal,none,"Mount Mansfield, Vermont, USA",Breeding,Biotrack model MK-6 (~0.5 g including harness),,Biotrack,0.5,MK-6,tag-retrieval,,Deluca et al. 2015,Yes ,120,NA,-4.01048079570135,Both,Yes,Yes,93.0652857682246,92.25,0.125,1000,20,3,1,0.9,250,14,FALSE,No,Eastern,TRUE,TRUE,-72.815699,44.528354,2013-10-18,2014-05-06,2014,2014-03-20,No,2013-07-01T04:00:00Z,2013-08-20T04:00:00Z,2014-05-30,2014-06-05,0,2013-09-13,2014-05-26,2016-10-23,NA,2016-09-02,NA,NA,2013-10-13,2013-10-15,2013-10-17,2013-10-18,good,Eastern Region,Nonbreeding,27755.860463560533,102146.25494351277,2013-09-13T10:14:58Z,2014-05-26T00:41:31Z,1,0,2013-10-18T04:00:00Z,1,11,25
25,A,NA,NA,-72.815699,-72.8165699,-72.8165699,44.528354,44.528354,44.528354,9,NA,Post-breeding migration,,2110-80395,NA,Setophaga,2013-06-13,0:30:00,2014-06-04,NA,2013-06-13,2014-06-04,2012-07-01,AHY,Adult,NA,11.2,Male ,striata,harness,44.528354,-72.8165699,NA,NA,"captured and released on Mt Mansfield, VT",removal,none,"Mount Mansfield, Vermont, USA",Breeding,Biotrack model MK-6 (~0.5 g including harness),,Biotrack,0.5,MK-6,tag-retrieval,,Deluca et al. 2015,Yes ,120,NA,-4.01048079570135,Both,Yes,Yes,93.0652857682246,92.25,0.125,1000,20,3,1,0.9,250,14,FALSE,No,Eastern,TRUE,TRUE,-72.815699,44.528354,2013-10-18,2014-05-06,2014,2014-03-20,No,2013-07-01T04:00:00Z,2013-08-20T04:00:00Z,2014-05-30,2014-06-05,0,2013-09-13,2014-05-26,2016-10-23,NA,2016-09-02,NA,NA,2013-10-13,2013-10-15,2013-10-17,2013-10-18,good,Eastern Region,Breeding,0,0,2013-09-13T10:14:58Z,2014-05-26T00:41:31Z,NA,0,NA,NA,25,NA
25,B,2013-06-19T00:58:00Z,2013-08-17T00:05:52Z,-72.815699,-72.815699,-72.815699,44.528354,44.528354,44.528354,1,58.963796296296294,Breeding,,2490-89933,NA,Setophaga,2013-06-18,4:45:00,2014-06-17,NA,2013-06-18,2014-06-17,2012-07-01,AHY,Adult,NA,12.8,Female ,striata,harness,44.528354,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT",removal,none,"Mount Mansfield, Vermont, USA",Breeding,Biotrack model MK-6 (~0.5 g including harness),,Biotrack,0.5,MK-6,tag-retrieval,,Deluca et al. 2015,No ,120,NA,NA,Both,Yes,No,92.52512211,92.5,0.16,1000,20,3,1,0.9,250,14,FALSE,,Eastern,TRUE,FALSE,-72.815699,44.528354,2013-10-24,2014-04-19,2014,2014-03-20,No,2013-07-01T04:00:00Z,2013-08-20T04:00:00Z,2014-05-25,2014-06-10,0,2013-09-03,NA,,,,,NA,2013-09-01,2013-11-01,2013-10-23,2013-10-24,good,Eastern Region,Breeding,0,0,2013-09-19T22:59:52Z,2014-05-11T00:17:12Z,NA,0,NA,NA,25,9
9,B,2013-10-03T04:00:00Z,2013-10-23T04:00:00Z,-71.70740560913517,-73.14095778656956,-69.19013317327327,18.9,NA,NA,6,20,Post-breeding migration,,2490-89933,NA,Setophaga,2013-06-18,4:45:00,2014-06-17,NA,2013-06-18,2014-06-17,2012-07-01,AHY,Adult,NA,12.8,Female ,striata,harness,44.528354,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT",removal,none,"Mount Mansfield, Vermont, USA",Breeding,Biotrack model MK-6 (~0.5 g including harness),,Biotrack,0.5,MK-6,tag-retrieval,,Deluca et al. 2015,No ,120,NA,NA,Both,Yes,No,92.52512211,92.5,0.16,1000,20,3,1,0.9,250,14,FALSE,,Eastern,TRUE,FALSE,-72.815699,44.528354,2013-10-24,2014-04-19,2014,2014-03-20,No,2013-07-01T04:00:00Z,2013-08-20T04:00:00Z,2014-05-25,2014-06-10,0,2013-09-03,NA,,,,,NA,2013-09-01,2013-11-01,2013-10-23,2013-10-24,good,Eastern Region,Stopover,416083.2681087664,NA,2013-09-19T22:59:52Z,2014-05-11T00:17:12Z,NA,0,2013-10-24T04:00:00Z,1,9,12
12,B,2013-10-24T04:00:00Z,2014-04-19T10:26:30Z,-71.48206766962673,-71.6462290720232,-71.31758529530293,7.129852538222849,6.375931784572627,7.814305119735256,7,177.26840277777777,Non-breeding period,,2490-89933,NA,Setophaga,2013-06-18,4:45:00,2014-06-17,NA,2013-06-18,2014-06-17,2012-07-01,AHY,Adult,NA,12.8,Female ,striata,harness,44.528354,-72.815699,NA,NA,"captured and released on Mt Mansfield, VT",removal,none,"Mount Mansfield, Vermont, USA",Breeding,Biotrack model MK-6 (~0.5 g including harness),,Biotrack,0.5,MK-6,tag-retrieval,,Deluca et al. 2015,No ,120,NA,NA,Both,Yes,No,92.52512211,92.5,0.16,1000,20,3,1,0.9,250,14,FALSE,,Eastern,TRUE,FALSE,-72.815699,44.528354,2013-10-24,2014-04-19,2014,2014-03-20,No,2013-07-01T04:00:00Z,2013-08-20T04:00:00Z,2014-05-25,2014-06-10,0,2013-09-03,NA,,,,,NA,2013-09-01,2013-11-01,2013-10-23,2013-10-24,good,Eastern Region,Nonbreeding,36301.56426757179,160118.98724092648,2013-09-19T22:59:52Z,2014-05-11T00:17:12Z,1,0,2013-10-24T04:00:00Z,1,12,25
